Account Number,Account Name,Symbol,Description,Quantity,Last Price,Last Price Change,Current Value,Today's Gain/Loss Dollar,Today's Gain/Loss Percent,Total Gain/Loss Dollar,Total Gain/Loss Percent,Percent Of Account,Cost Basis Total,Average Cost Basis,Type
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,139.3079,$198.62,-$1.59,"$27,669.33",-$221.50,-0.80%,"+$9,609.01",+53.20%,7.25%,"$18,060.32",$129.64,Cash
X72956143,Individual - TOD,AAPL,APPLE INC,42.3387,$264.72,+$0.54,"$11,207.89",+$22.86,+0.20%,"+$4,416.78",+65.03%,2.93%,"$6,791.11",$160.40,Cash
X72956143,Individual - TOD,TQQQ,PROSHARES ULTRAPRO QQQ,195.3042,$49.70,+$0.18,"$9,706.62",+$35.15,+0.36%,"+$4,149.72",+74.67%,2.54%,"$5,556.90",$28.45,Cash
X72956143,Individual - TOD,CWBHF,CHARLOTTES WEB HOLDINGS INC COM NPV,36.8756,$0.69,-$0.0359,$25.44,-$1.32,-4.95%,-$215.72,-89.45%,0.01%,$241.17,$6.54,Cash
X72956143,Individual - TOD,FZDXX,FIDELITY MMKT PREMIUM CLASS,91538.9986,$1.00,$0.00,"$91,539.00",--,--,--,--,23.97%,--,--,Cash
738294156,Rollover IRA,SPAXX**,HELD IN MONEY MARKET,,,,$0.33,,,,,0.00%,,,Cash
738294156,Rollover IRA,FXNAX,FIDELITY U.S. BOND INDEX FUND,25534.7540,$10.69,+$0.02,"$272,966.52",$0.00,0.00%,"+$1,444.59",+0.53%,99.45%,"$271,521.93",$10.63,Cash
738294156,Rollover IRA,LCID,LUCID GROUP INC COM NEW,149.5511,$10.03,+$0.03,"$1,500.00",+$4.49,+0.30%,"-$58,725.01",-97.51%,0.55%,"$60,225.01",$402.71,Cash
961437285,Health Savings Account,FDRXX**,HELD IN MONEY MARKET,,,,$90.67,,,,,0.08%,,,Cash
961437285,Health Savings Account,FXAIX,FIDELITY 500 INDEX FUND,473.9807,$239.33,-$1.02,"$113,437.81",$0.00,0.00%,"+$38,354.69",+51.08%,99.92%,"$75,083.12",$158.41,Cash
62917,EMPLOYER DCP,VFWSX,VANG FTSE AW IDX IS,3770.4505,$161.25,-$0.05,"$607,985.15",$0.00,0.00%,"+$4,185.25",+0.69%,100.00%,"$603,799.89",$160.14,
53482,EMPLOYER 401K PLAN,31617E471,FID GR CO POOL CL S,16.1809,$90.84,-$0.97,"$1,469.87",$0.00,0.00%,+$0.07,0.00%,25.00%,"$1,469.80",$90.84,
53482,BrokerageLink to EMPLOYER 401K,,BROKERAGELINK,1557160.7894,$1.00,$0.00,"$1,557,160.79",$0.00,0.00%,$0.00,0.00%,--,"$1,557,160.79",$1.00,
53482,EMPLOYER 401K PLAN,,INTL GROWTH ACCOUNT,68.4896,$21.46,-$0.01,"$1,469.79",$0.00,0.00%,-$0.01,0.00%,25.00%,"$1,469.80",$21.46,
53482,EMPLOYER 401K PLAN,,SMID CAP GROWTH ACCT,88.1430,$13.34,-$0.18,"$1,175.82",$0.00,0.00%,-$0.01,0.00%,20.00%,"$1,175.83",$13.34,
53482,EMPLOYER 401K PLAN,59515R401,VANG 500 INDEX TRUST,17.6491,$99.93,-$0.42,"$1,763.68",$0.00,0.00%,-$0.07,0.00%,30.00%,"$1,763.75",$99.93,
394718562,BrokerageLink to EMPLOYER 401K,FDRXX**,HELD IN MONEY MARKET,,,,$271.06,,,,,0.02%,,,Cash
394718562,BrokerageLink to EMPLOYER 401K,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,19302.0189,$16.43,+$0.02,"$317,132.17",$0.00,0.00%,"+$48,345.80",+17.98%,20.34%,"$268,786.37",$13.93,Cash
394718562,BrokerageLink to EMPLOYER 401K,SCHD,SCHWAB US DIVIDEND EQUITY ETF,21665.0309,$31.86,+$0.09,"$690,247.88","+$1,949.85",+0.28%,"+$7,366.11",+1.07%,44.27%,"$682,881.78",$31.52,Cash
394718562,BrokerageLink to EMPLOYER 401K,FXNAX,FIDELITY U.S. BOND INDEX FUND,25688.1170,$10.69,+$0.02,"$274,605.97",$0.00,0.00%,"+$1,453.25",+0.53%,17.61%,"$273,152.71",$10.63,Cash
394718562,BrokerageLink to EMPLOYER 401K,FSKAX,FIDELITY TOTAL MARKET INDEX FUND,1467.0848,$188.71,-$1.01,"$276,853.56",$0.00,0.00%,"-$1,291.02",-0.47%,17.76%,"$278,144.58",$189.59,Cash
527864391,Self-Employed 401K,FDRXX**,HELD IN MONEY MARKET,,,,$367.94,,,,,0.07%,,,Cash
527864391,Self-Employed 401K,FTIHX,FIDELITY TOTAL INTL INDEX FUND,12150.7600,$19.26,+$0.02,"$234,023.63",$0.00,0.00%,"+$28,669.34",+13.96%,41.79%,"$205,354.30",$16.90,Cash
527864391,Self-Employed 401K,FXAIX,FIDELITY 500 INDEX FUND,1357.4037,$239.33,-$1.02,"$324,867.43",$0.00,0.00%,"+$7,877.81",+2.48%,58.01%,"$316,989.63",$233.53,Cash
527864391,Self-Employed 401K,NIO,NIO INC SPON ADS EACH REP 1 ORD SHS CLASS A,102.4323,$4.72,-$0.15,$483.48,-$15.36,-3.09%,"-$4,022.53",-89.28%,0.09%,"$4,506.01",$43.99,Cash
527864391,Self-Employed 401K,LCID,LUCID GROUP INC COM NEW,27.9982,$10.03,+$0.03,$280.82,+$0.84,+0.30%,"-$10,422.87",-97.38%,0.05%,"$10,703.69",$382.30,Cash
845612973,ROTH IRA,CORE**,FDIC-INSURED DEPOSIT SWEEP,,,,$5.07,,,,,0.00%,,,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,20526.8958,$16.43,+$0.02,"$337,256.89",$0.00,0.00%,"+$52,209.51",+18.31%,55.32%,"$285,047.39",$13.89,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,1136.5263,$239.33,-$1.02,"$272,004.84",$0.00,0.00%,"-$1,147.88",-0.43%,44.62%,"$273,152.71",$240.34,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,36.1927,$10.03,+$0.03,$363.01,+$1.09,+0.30%,"-$15,470.92",-97.71%,0.06%,"$15,833.93",$437.49,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,$24.80,,,,,0.03%,,,Cash
845612973,ROTH IRA,FSPTX,FIDELITY SELECT TECHNOLOGY,582.0700,$40.88,-$0.90,"$23,795.02",$0.00,0.00%,"+$6,901.20",+40.85%,32.21%,"$16,893.81",$29.02,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,1617.2799,$16.43,+$0.02,"$26,571.91",$0.00,0.00%,"+$3,332.76",+14.34%,35.97%,"$23,239.15",$14.37,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,72.2407,$239.33,-$1.02,"$17,289.36",$0.00,0.00%,"+$2,648.38",+18.08%,23.40%,"$14,640.99",$202.67,Cash
845612973,ROTH IRA,VOOG,VANGUARD S&P 500 GROWTH ETF,14.3405,$432.06,+$0.78,"$6,195.96",+$11.19,+0.18%,+$892.36,+16.82%,8.39%,"$5,303.61",$369.83,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,"$1,078.03",,,,,1.29%,,,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,2230.4230,$16.43,+$0.02,"$36,645.85",$0.00,0.00%,"+$3,724.80",+11.31%,44.00%,"$32,921.05",$14.76,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,189.4949,$239.33,-$1.02,"$45,351.81",$0.00,0.00%,+$964.50,+2.17%,54.45%,"$44,387.32",$234.24,Cash
845612973,ROTH IRA,PBW,INVESCO EXCHANGE TRADED FD TR WILDERHIL CLAN,5.9513,$33.17,+$0.76,$197.40,+$4.52,+2.34%,-$453.14,-69.66%,0.24%,$650.54,$109.31,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,2.0486,$10.03,+$0.03,$20.55,+$0.06,+0.30%,-$842.79,-97.62%,0.02%,$863.34,$421.42,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,"$12,281.98",,,,,8.54%,,,Cash
X72956143,Individual - TOD,MSFT,MICROSOFT CORP,260.9025,$398.55,+$5.81,"$103,982.69","+$1,515.84",+1.47%,"+$37,442.73",+56.27%,72.29%,"$66,539.96",$255.04,Cash
X72956143,Individual - TOD,NVDA,NVIDIA CORPORATION COM,107.8270,$182.48,+$5.29,"$19,676.28",+$570.40,+2.98%,"+$16,261.94",+476.28%,13.68%,"$3,414.34",$31.66,Cash
X72956143,Individual - TOD,META,META PLATFORMS INC CLASS A COMMON STOCK,10.2118,$653.56,+$5.38,"$6,674.03",+$54.94,+0.83%,"+$3,259.75",+95.47%,4.64%,"$3,414.28",$334.35,Cash
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,5.4631,$198.62,-$1.59,"$1,085.07",-$8.69,-0.80%,+$450.59,+71.01%,0.75%,$634.48,$116.14,Cash
X72956143,Individual - TOD,LCID,LUCID GROUP INC COM NEW,15.0234,$10.03,+$0.03,$150.68,+$0.45,+0.30%,"-$6,614.47",-97.78%,0.10%,"$6,765.15",$450.31,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,$21.98,,,,,0.05%,,,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,91.5758,$239.33,-$1.02,"$21,916.84",$0.00,0.00%,"+$3,332.35",+17.93%,52.75%,"$18,584.49",$202.94,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,1188.0927,$16.43,+$0.02,"$19,520.36",$0.00,0.00%,"+$2,448.32",+14.34%,46.98%,"$17,072.04",$14.37,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,8.8775,$10.03,+$0.03,$89.04,+$0.27,+0.30%,"-$3,143.52",-97.25%,0.21%,"$3,232.56",$364.13,Cash
Z58273491,Uniform Transfers to Minors (UTMA),SPAXX**,HELD IN MONEY MARKET,,,,"$1,223.98",,,,,1.55%,,,Cash
Z58273491,Uniform Transfers to Minors (UTMA),MSFT,MICROSOFT CORP,193.2555,$398.55,+$5.81,"$77,022.00","+$1,122.81",+1.47%,"+$25,479.22",+49.43%,97.50%,"$51,542.78",$266.71,Cash
Z58273491,Uniform Transfers to Minors (UTMA),PSNY,POLESTAR AUTOMOTIVE HOLDING UK PLC SPON ADS CL A EACH REP 30 CL A (P/S),22.5351,$21.08,-$2.20,$475.04,-$49.58,-9.46%,"-$9,590.65",-95.29%,0.60%,"$10,065.69",$446.67,Cash
Z58273491,Uniform Transfers to Minors (UTMA),LCID,LUCID GROUP INC COM NEW,27.3153,$10.03,+$0.03,$273.97,+$0.82,+0.30%,"-$9,795.80",-97.28%,0.35%,"$10,069.77",$368.65,Cash
738294156,Rollover IRA,SPAXX**,HELD IN MONEY MARKET,,,,$2.49,,,,,100.00%,,,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,"$1,990.72",,,,,11.99%,,,Cash
X72956143,Individual - TOD,FSPTX,FIDELITY SELECT TECHNOLOGY,201.1367,$40.88,-$0.90,"$8,222.46",$0.00,0.00%,"+$1,069.60",+14.95%,49.54%,"$7,152.86",$35.56,Cash
X72956143,Individual - TOD,FXAIX,FIDELITY 500 INDEX FUND,20.4462,$239.33,-$1.02,"$4,893.37",$0.00,0.00%,+$627.40,+14.70%,29.48%,"$4,265.97",$208.64,Cash
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,7.5117,$198.62,-$1.59,"$1,491.97",-$11.94,-0.80%,+$618.00,+70.71%,8.99%,$873.97,$116.35,Cash
