Account Number,Account Name,Symbol,Description,Quantity,Last Price,Last Price Change,Current Value,Today's Gain/Loss Dollar,Today's Gain/Loss Percent,Total Gain/Loss Dollar,Total Gain/Loss Percent,Percent Of Account,Cost Basis Total,Average Cost Basis,Type
53482,EMPLOYER 401K PLAN,31617E471,FID GR CO POOL CL S,4.0452,$90.84,-$0.97,$367.47,$0.00,0.00%,+$0.02,0.00%,25.00%,$367.45,$90.84,
53482,BrokerageLink to EMPLOYER 401K,,BROKERAGELINK,389290.1974,$1.00,$0.00,"$389,290.20",$0.00,0.00%,$0.00,0.00%,--,"$389,290.20",$1.00,
53482,EMPLOYER 401K PLAN,,INTL GROWTH ACCOUNT,17.1224,$21.46,-$0.01,$367.45,$0.00,0.00%,-$0.00,0.00%,25.00%,$367.45,$21.46,
53482,EMPLOYER 401K PLAN,,SMID CAP GROWTH ACCT,22.0357,$13.34,-$0.18,$293.95,$0.00,0.00%,-$0.00,0.00%,20.00%,$293.96,$13.34,
53482,EMPLOYER 401K PLAN,59515R401,VANG 500 INDEX TRUST,4.4123,$99.93,-$0.42,$440.92,$0.00,0.00%,-$0.02,0.00%,30.00%,$440.94,$99.93,
394718562,BrokerageLink to EMPLOYER 401K,FDRXX**,HELD IN MONEY MARKET,,,,$67.76,,,,,0.02%,,,Cash
394718562,BrokerageLink to EMPLOYER 401K,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,4825.5047,$16.43,+$0.02,"$79,283.04",$0.00,0.00%,"+$12,086.45",+17.98%,20.34%,"$67,196.59",$13.93,Cash
394718562,BrokerageLink to EMPLOYER 401K,SCHD,SCHWAB US DIVIDEND EQUITY ETF,5416.2577,$31.86,+$0.09,"$172,561.97",+$487.46,+0.28%,"+$1,841.53",+1.07%,44.27%,"$170,720.44",$31.52,Cash
394718562,BrokerageLink to EMPLOYER 401K,FXNAX,FIDELITY U.S. BOND INDEX FUND,6422.0292,$10.69,+$0.02,"$68,651.49",$0.00,0.00%,+$363.31,+0.53%,17.61%,"$68,288.18",$10.63,Cash
394718562,BrokerageLink to EMPLOYER 401K,FSKAX,FIDELITY TOTAL MARKET INDEX FUND,366.7712,$188.71,-$1.01,"$69,213.39",$0.00,0.00%,-$322.75,-0.47%,17.76%,"$69,536.14",$189.59,Cash
527864391,Self-Employed 401K,FDRXX**,HELD IN MONEY MARKET,,,,$91.98,,,,,0.07%,,,Cash
527864391,Self-Employed 401K,FTIHX,FIDELITY TOTAL INTL INDEX FUND,3037.6900,$19.26,+$0.02,"$58,505.91",$0.00,0.00%,"+$7,167.33",+13.96%,41.79%,"$51,338.57",$16.90,Cash
527864391,Self-Employed 401K,FXAIX,FIDELITY 500 INDEX FUND,339.3509,$239.33,-$1.02,"$81,216.86",$0.00,0.00%,"+$1,969.45",+2.48%,58.01%,"$79,247.41",$233.53,Cash
527864391,Self-Employed 401K,NIO,NIO INC SPON ADS EACH REP 1 ORD SHS CLASS A,25.6081,$4.72,-$0.15,$120.87,-$3.84,-3.09%,"-$1,005.63",-89.28%,0.09%,"$1,126.50",$43.99,Cash
527864391,Self-Employed 401K,LCID,LUCID GROUP INC COM NEW,6.9995,$10.03,+$0.03,$70.21,+$0.21,+0.30%,"-$2,605.72",-97.38%,0.05%,"$2,675.92",$382.30,Cash
845612973,ROTH IRA,CORE**,FDIC-INSURED DEPOSIT SWEEP,,,,$1.27,,,,,0.00%,,,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,5131.7239,$16.43,+$0.02,"$84,314.22",$0.00,0.00%,"+$13,052.38",+18.31%,55.32%,"$71,261.85",$13.89,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,284.1316,$239.33,-$1.02,"$68,001.21",$0.00,0.00%,-$286.97,-0.43%,44.62%,"$68,288.18",$240.34,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,9.0482,$10.03,+$0.03,$90.75,+$0.27,+0.30%,"-$3,867.73",-97.71%,0.06%,"$3,958.48",$437.49,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,$6.20,,,,,0.03%,,,Cash
845612973,ROTH IRA,FSPTX,FIDELITY SELECT TECHNOLOGY,145.5175,$40.88,-$0.90,"$5,948.75",$0.00,0.00%,"+$1,725.30",+40.85%,32.21%,"$4,223.45",$29.02,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,404.3200,$16.43,+$0.02,"$6,642.98",$0.00,0.00%,+$833.19,+14.34%,35.97%,"$5,809.79",$14.37,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,18.0602,$239.33,-$1.02,"$4,322.34",$0.00,0.00%,+$662.09,+18.08%,23.40%,"$3,660.25",$202.67,Cash
845612973,ROTH IRA,VOOG,VANGUARD S&P 500 GROWTH ETF,3.5851,$432.06,+$0.78,"$1,548.99",+$2.80,+0.18%,+$223.09,+16.82%,8.39%,"$1,325.90",$369.83,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,$269.51,,,,,1.29%,,,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,557.6058,$16.43,+$0.02,"$9,161.46",$0.00,0.00%,+$931.20,+11.31%,44.00%,"$8,230.26",$14.76,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,47.3737,$239.33,-$1.02,"$11,337.95",$0.00,0.00%,+$241.12,+2.17%,54.45%,"$11,096.83",$234.24,Cash
845612973,ROTH IRA,PBW,INVESCO EXCHANGE TRADED FD TR WILDERHIL CLAN,1.4878,$33.17,+$0.76,$49.35,+$1.13,+2.34%,-$113.28,-69.66%,0.24%,$162.64,$109.31,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,0.5122,$10.03,+$0.03,$5.14,+$0.02,+0.30%,-$210.70,-97.62%,0.02%,$215.84,$421.42,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,"$3,070.50",,,,,8.54%,,,Cash
X72956143,Individual - TOD,MSFT,MICROSOFT CORP,65.2256,$398.55,+$5.81,"$25,995.67",+$378.96,+1.47%,"+$9,360.68",+56.27%,72.29%,"$16,634.99",$255.04,Cash
X72956143,Individual - TOD,NVDA,NVIDIA CORPORATION COM,26.9568,$182.48,+$5.29,"$4,919.07",+$142.60,+2.98%,"+$4,065.48",+476.28%,13.68%,$853.59,$31.66,Cash
X72956143,Individual - TOD,META,META PLATFORMS INC CLASS A COMMON STOCK,2.5530,$653.56,+$5.38,"$1,668.51",+$13.73,+0.83%,+$814.94,+95.47%,4.64%,$853.57,$334.35,Cash
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,1.3658,$198.62,-$1.59,$271.27,-$2.17,-0.80%,+$112.65,+71.01%,0.75%,$158.62,$116.14,Cash
X72956143,Individual - TOD,LCID,LUCID GROUP INC COM NEW,3.7558,$10.03,+$0.03,$37.67,+$0.11,+0.30%,"-$1,653.62",-97.78%,0.10%,"$1,691.29",$450.31,Cash
845612973,ROTH IRA,SPAXX**,HELD IN MONEY MARKET,,,,$5.49,,,,,0.05%,,,Cash
845612973,ROTH IRA,FXAIX,FIDELITY 500 INDEX FUND,22.8940,$239.33,-$1.02,"$5,479.21",$0.00,0.00%,+$833.09,+17.93%,52.75%,"$4,646.12",$202.94,Cash
845612973,ROTH IRA,FZILX,FIDELITY ZERO INTERNATIONAL INDEX,297.0232,$16.43,+$0.02,"$4,880.09",$0.00,0.00%,+$612.08,+14.34%,46.98%,"$4,268.01",$14.37,Cash
845612973,ROTH IRA,LCID,LUCID GROUP INC COM NEW,2.2194,$10.03,+$0.03,$22.26,+$0.07,+0.30%,-$785.88,-97.25%,0.21%,$808.14,$364.13,Cash
Z58273491,Uniform Transfers to Minors (UTMA),SPAXX**,HELD IN MONEY MARKET,,,,$306.00,,,,,1.55%,,,Cash
Z58273491,Uniform Transfers to Minors (UTMA),MSFT,MICROSOFT CORP,48.3139,$398.55,+$5.81,"$19,255.50",+$280.70,+1.47%,"+$6,369.81",+49.43%,97.50%,"$12,885.69",$266.71,Cash
Z58273491,Uniform Transfers to Minors (UTMA),PSNY,POLESTAR AUTOMOTIVE HOLDING UK PLC SPON ADS CL A EACH REP 30 CL A (P/S),5.6338,$21.08,-$2.20,$118.76,-$12.39,-9.46%,"-$2,397.66",-95.29%,0.60%,"$2,516.42",$446.67,Cash
Z58273491,Uniform Transfers to Minors (UTMA),LCID,LUCID GROUP INC COM NEW,6.8288,$10.03,+$0.03,$68.49,+$0.20,+0.30%,"-$2,448.95",-97.28%,0.35%,"$2,517.44",$368.65,Cash
738294156,Rollover IRA,SPAXX**,HELD IN MONEY MARKET,,,,$0.62,,,,,100.00%,,,Cash
X72956143,Individual - TOD,SPAXX**,HELD IN MONEY MARKET,,,,$497.68,,,,,11.99%,,,Cash
X72956143,Individual - TOD,FSPTX,FIDELITY SELECT TECHNOLOGY,50.2842,$40.88,-$0.90,"$2,055.62",$0.00,0.00%,+$267.40,+14.95%,49.54%,"$1,788.21",$35.56,Cash
X72956143,Individual - TOD,FXAIX,FIDELITY 500 INDEX FUND,5.1115,$239.33,-$1.02,"$1,223.34",$0.00,0.00%,+$156.85,+14.70%,29.48%,"$1,066.49",$208.64,Cash
X72956143,Individual - TOD,AMD,ADVANCED MICRO DEVICES INC,1.8779,$198.62,-$1.59,$372.99,-$2.99,-0.80%,+$154.50,+70.71%,8.99%,$218.49,$116.35,Cash
